transaction_id,date,hour,customer_id,product_id,store_id,employee_id,quantity,discount_pct,payment_method,is_returned
TXN000808,2024-02-29,18,CUST0395,PRD0030,ST002,EMP003,2,0,Digital Wallet,False
TXN000809,2023-02-20,15,CUST0205,PRD0007,ST009,EMP029,3,0,Credit Card,False
TXN000810,2024-08-26,13,CUST0054,PRD0013,ST007,EMP045,4,10,Cash,False
TXN000811,2023-08-25,8,CUST0074,PRD0047,ST008,EMP010,2,0,Digital Wallet,False
TXN000812,2023-04-16,13,CUST0379,PRD0058,ST005,EMP020,2,0,Debit Card,False
TXN000813,2024-11-19,15,CUST0252,PRD0032,ST004,EMP027,5,0,Digital Wallet,False
TXN000814,2023-08-19,15,CUST0174,PRD0005,ST006,EMP036,3,0,Cash,False
TXN000815,2023-04-18,9,CUST0357,PRD0009,ST010,EMP038,1,0,Digital Wallet,False
TXN000816,2023-03-27,18,CUST0274,PRD0049,ST004,EMP027,3,20,Credit Card,False
TXN000817,2024-07-10,19,CUST0140,PRD0011,ST007,EMP041,1,5,Debit Card,False
TXN000818,2023-07-07,14,CUST0408,PRD0055,ST001,EMP050,2,0,Credit Card,False
TXN000819,2023-01-29,11,CUST0204,PRD0041,ST006,EMP047,3,5,Cash,False
TXN000820,2023-10-05,12,CUST0371,PRD0100,ST008,EMP033,4,0,Credit Card,False
TXN000821,2024-08-09,21,CUST0325,PRD0020,ST004,EMP027,2,0,Credit Card,False
TXN000822,2023-03-20,14,CUST0460,PRD0074,ST005,EMP018,5,0,Debit Card,False
TXN000823,2024-03-12,14,CUST0439,PRD0043,ST008,EMP015,1,0,Cash,False
TXN000824,2024-11-24,21,CUST0334,PRD0073,ST001,EMP032,4,0,Digital Wallet,False
TXN000825,2024-06-20,20,CUST0157,PRD0053,ST009,EMP005,4,0,Credit Card,False
TXN000826,2023-09-15,9,CUST0450,PRD0070,ST009,EMP023,25,0,Debit Card,False
TXN000827,2024-06-10,19,CUST0346,PRD0010,ST008,EMP010,1,10,Digital Wallet,False
TXN000828,2024-05-28,16,CUST0017,PRD0059,ST003,EMP001,5,0,Debit Card,False
TXN000829,2024-11-21,18,CUST0341,PRD0059,ST008,EMP037,4,0,Digital Wallet,False
TXN000830,2023-08-03,11,CUST0051,PRD0060,ST004,EMP043,2,5,Credit Card,False
TXN000831,2024-11-04,20,CUST0241,PRD0088,ST005,EMP020,4,5,Digital Wallet,False
TXN000832,2024-01-09,12,CUST0459,PRD0076,ST009,EMP023,2,5,Debit Card,False
TXN000833,2023-09-29,16,CUST0370,PRD0059,ST008,EMP048,3,0,Credit Card,False
TXN000834,2024-02-23,8,CUST0259,PRD0099,ST001,EMP050,1,0,Cash,False
TXN000835,2024-08-22,17,CUST0433,PRD0012,ST009,EMP005,1,25,Cash,False
TXN000836,2023-02-21,12,CUST0140,PRD0029,ST001,EMP050,3,15,Credit Card,False
TXN000837,2024-05-10,18,CUST0449,PRD0069,ST010,EMP007,1,0,Cash,False
TXN000838,2023-07-29,13,CUST0079,PRD0084,ST006,EMP028,39,0,Cash,False
TXN000839,2023-12-10,13,CUST0388,PRD0054,ST003,EMP049,4,0,Digital Wallet,False
TXN000840,2024-03-18,9,CUST0334,PRD0069,ST008,EMP008,5,20,Cash,False
TXN000841,2024-07-22,14,CUST0279,PRD0021,ST008,EMP008,4,0,Cash,False
TXN000842,2024-09-21,16,CUST0088,PRD0056,ST002,EMP046,5,10,Credit Card,True
TXN000843,2024-12-15,11,CUST0345,PRD0087,ST002,EMP046,2,0,Credit Card,False
TXN000844,2024-01-06,9,CUST0306,PRD0035,ST007,EMP045,2,25,Cash,False
TXN000845,2023-08-26,13,CUST0341,PRD0032,ST008,EMP037,2,0,Cash,False
TXN000846,2023-09-14,19,CUST0214,PRD0041,ST009,EMP019,3,0,Cash,False
TXN000847,2023-08-22,13,CUST0128,PRD0040,ST005,EMP018,1,10,Credit Card,False
TXN000848,2023-06-03,10,CUST0199,PRD0007,ST008,EMP017,3,0,Credit Card,False
TXN000849,2023-01-21,12,CUST0166,PRD0021,ST002,EMP039,4,15,Cash,False
TXN000850,2024-02-03,10,CUST0149,PRD0013,ST009,EMP005,4,0,Credit Card,True
TXN000851,2023-06-26,9,CUST0231,PRD0007,ST005,EMP044,4,5,Credit Card,False
TXN000852,2024-11-08,15,CUST0430,PRD0042,ST004,EMP027,5,15,Digital Wallet,False
TXN000853,2023-04-13,19,CUST0140,PRD0023,ST005,EMP026,4,0,Debit Card,False
TXN000854,2024-10-10,20,CUST0077,PRD0013,ST004,EMP043,5,0,Debit Card,False
TXN000855,2024-06-12,12,CUST0295,PRD0088,ST004,EMP043,2,0,Digital Wallet,False
TXN000856,2023-05-03,14,CUST0366,PRD0002,ST005,EMP044,2,0,Debit Card,False
TXN000857,2024-05-25,11,CUST0190,PRD0084,ST004,EMP043,1,0,Debit Card,False
TXN000858,2023-06-16,10,CUST0228,PRD0096,ST004,EMP043,2,25,Debit Card,False
TXN000859,2024-03-10,13,CUST0245,PRD0002,ST004,EMP043,2,10,Cash,False
TXN000860,2023-10-18,9,CUST0299,PRD0046,ST007,EMP045,5,0,Cash,False
TXN000861,2023-08-27,18,CUST0346,PRD0079,ST004,EMP027,2,0,Digital Wallet,False
TXN000862,2024-08-13,15,CUST0200,PRD0076,ST008,EMP037,4,25,Digital Wallet,False
TXN000863,2023-11-12,17,CUST0312,PRD0095,ST010,EMP034,5,0,Cash,True
TXN000864,2023-05-29,9,CUST0198,PRD0010,ST003,EMP001,3,0,Credit Card,False
TXN000865,2024-01-12,18,CUST0443,PRD0069,ST007,EMP041,2,0,Credit Card,False
TXN000866,2023-11-14,8,CUST0195,PRD0052,ST008,EMP017,2,0,Debit Card,False
TXN000867,2023-12-07,12,CUST0276,PRD0036,ST007,EMP014,1,0,Digital Wallet,False
TXN000868,2023-04-24,21,CUST0108,PRD0094,ST008,EMP015,4,0,Cash,False
TXN000869,2023-03-29,20,CUST0373,PRD0022,ST002,EMP039,1,0,Credit Card,False
TXN000870,2024-09-25,17,CUST0161,PRD0037,ST010,EMP038,4,0,Credit Card,False
TXN000871,2024-03-09,20,CUST0316,PRD0072,ST001,EMP032,3,0,Cash,False
TXN000872,2023-03-19,20,CUST0074,PRD0074,ST002,EMP003,25,0,Cash,False
TXN000873,2024-08-21,20,CUST0140,PRD0034,ST005,EMP020,5,0,Digital Wallet,False
TXN000874,2024-11-10,12,CUST0011,PRD0034,ST008,EMP015,2,0,Digital Wallet,False
TXN000875,2024-09-21,15,CUST0416,PRD0072,ST003,EMP049,1,5,Credit Card,False
TXN000876,2024-05-14,19,CUST0395,PRD0095,ST009,EMP019,4,0,Credit Card,False
TXN000877,2023-08-15,15,CUST0188,PRD0075,ST005,EMP044,2,0,Digital Wallet,False
TXN000878,2024-07-12,14,CUST0255,PRD0044,ST001,EMP024,3,10,Digital Wallet,False
TXN000879,2024-09-05,16,CUST0165,PRD0008,ST003,EMP049,2,0,Digital Wallet,False
TXN000880,2023-06-11,14,CUST0265,PRD0067,ST008,EMP033,1,0,Digital Wallet,False
TXN000881,2023-08-22,19,CUST0326,PRD0031,ST001,EMP009,2,20,Digital Wallet,False
TXN000882,2023-11-24,9,CUST0046,PRD0089,ST010,EMP034,5,0,Credit Card,False
TXN000883,2023-12-04,8,CUST0182,PRD0074,ST009,EMP006,2,10,Digital Wallet,False
TXN000884,2024-01-13,18,CUST0343,PRD0021,ST009,EMP029,2,0,Digital Wallet,False
TXN000885,2024-11-29,15,CUST0409,PRD0002,ST002,EMP012,2,0,Debit Card,False
TXN000886,2023-08-20,9,CUST0124,PRD0040,ST006,EMP021,5,0,Digital Wallet,False
TXN000887,2024-09-24,10,CUST0033,PRD0026,ST007,EMP041,2,10,Digital Wallet,False
TXN000888,2023-05-02,19,CUST0071,PRD0080,ST007,EMP045,1,0,Debit Card,False
TXN000889,2023-02-02,16,CUST0326,PRD0096,ST010,EMP007,5,0,Credit Card,False
TXN000890,2023-07-14,14,CUST0229,PRD0070,ST008,EMP037,1,0,Cash,True
TXN000891,2023-12-19,16,CUST0496,PRD0002,ST003,EMP001,5,0,Digital Wallet,False
TXN000892,2024-11-21,17,CUST0103,PRD0052,ST008,EMP033,4,20,Credit Card,False
TXN000893,2023-11-30,21,CUST0217,PRD0007,ST003,EMP011,1,0,Debit Card,False
TXN000894,2023-05-18,15,CUST0147,PRD0033,ST008,EMP048,5,0,Credit Card,False
TXN000895,2023-11-09,18,CUST0044,PRD0006,ST007,EMP045,3,0,Cash,False
TXN000896,2023-02-13,9,CUST0496,PRD0099,ST001,EMP009,1,0,Cash,False
TXN000897,2024-08-23,14,CUST0359,PRD0077,ST007,EMP014,5,0,Debit Card,False
TXN000898,2024-10-18,14,CUST0281,PRD0019,ST005,EMP044,4,25,Debit Card,True
TXN000899,2024-05-14,16,CUST0313,PRD0073,ST007,EMP041,5,0,Debit Card,False
TXN000900,2023-03-22,11,CUST0302,PRD0083,ST005,EMP026,21,10,Debit Card,False
TXN000901,2023-02-24,18,CUST0228,PRD0092,ST010,EMP040,2,0,Cash,False
TXN000902,2024-11-21,9,CUST0139,PRD0035,ST007,EMP041,4,0,Digital Wallet,False
TXN000903,2023-06-07,20,CUST0464,PRD0090,ST010,EMP034,1,0,Digital Wallet,False
TXN000904,2023-09-10,10,CUST0174,PRD0067,ST003,EMP011,4,0,Digital Wallet,False
TXN000905,2024-06-27,8,CUST0105,PRD0014,ST009,EMP023,3,0,Cash,False
TXN000906,2024-02-20,17,CUST0084,PRD0081,ST009,EMP029,2,5,Cash,False
TXN000907,2024-04-20,11,CUST0051,PRD0070,ST005,EMP018,5,0,Cash,False
TXN000908,2023-09-01,17,CUST0242,PRD0030,ST010,EMP016,4,0,Credit Card,False
TXN000909,2023-11-12,21,CUST0223,PRD0071,ST010,EMP031,2,15,Cash,False
TXN000910,2023-10-12,8,CUST0422,PRD0088,ST001,EMP030,5,0,Digital Wallet,True
TXN000911,2023-11-23,15,CUST0374,PRD0053,ST001,EMP009,5,0,Digital Wallet,False
TXN000912,2023-06-04,9,CUST0430,PRD0047,ST001,EMP009,2,0,Credit Card,False
TXN000913,2024-07-06,16,CUST0355,PRD0069,ST002,EMP003,5,25,Digital Wallet,False
TXN000914,2024-11-08,16,CUST0072,PRD0054,ST004,EMP027,4,0,Credit Card,False
TXN000915,2024-04-13,8,CUST0426,PRD0094,ST001,EMP025,3,25,Credit Card,False
TXN000916,2024-12-13,17,CUST0432,PRD0095,ST005,EMP026,36,10,Digital Wallet,False
TXN000917,2024-06-08,21,CUST0333,PRD0046,ST005,EMP020,4,15,Credit Card,False
TXN000918,2023-11-22,8,CUST0184,PRD0066,ST005,EMP026,3,0,Debit Card,False
TXN000919,2023-10-19,10,CUST0188,PRD0086,ST005,EMP026,1,0,Digital Wallet,False
TXN000920,2023-02-10,14,CUST0476,PRD0002,ST008,EMP008,1,20,Credit Card,False
TXN000921,2024-04-16,14,CUST0292,PRD0056,ST010,EMP016,5,0,Credit Card,False
TXN000922,2023-09-16,20,CUST0462,PRD0063,ST007,EMP014,1,0,Debit Card,False
TXN000923,2023-12-29,20,CUST0259,PRD0054,ST001,EMP030,4,0,Credit Card,False
TXN000924,2024-10-31,18,CUST0150,PRD0079,ST004,EMP027,5,0,Debit Card,False
TXN000925,2023-10-20,15,CUST0494,PRD0033,ST005,EMP018,4,0,Debit Card,False
TXN000926,2024-10-20,18,CUST0030,PRD0098,ST008,EMP035,2,0,Debit Card,False
TXN000927,2023-07-10,11,CUST0438,PRD0024,ST005,EMP020,3,10,Debit Card,False
TXN000928,2023-03-11,18,CUST0386,PRD0044,ST009,EMP023,5,0,Credit Card,False
TXN000929,2023-01-27,16,CUST0271,PRD0046,ST010,EMP007,3,5,Debit Card,False
TXN000930,2024-08-12,12,CUST0466,PRD0052,ST008,EMP033,3,0,Digital Wallet,True
TXN000931,2023-02-04,15,CUST0219,PRD0032,ST004,EMP027,2,0,Credit Card,False
TXN000932,2023-01-18,19,CUST0037,PRD0083,ST003,EMP049,2,0,Credit Card,False
TXN000933,2024-01-03,9,CUST0140,PRD0039,ST001,EMP024,2,0,Digital Wallet,False
TXN000934,2023-02-02,10,CUST0177,PRD0021,ST003,EMP049,4,25,Credit Card,False
TXN000935,2023-03-07,20,CUST0307,PRD0018,ST010,EMP022,2,0,Cash,False
TXN000936,2024-02-11,18,CUST0347,PRD0041,ST010,EMP004,3,0,Digital Wallet,False
TXN000937,2023-07-27,16,CUST0163,PRD0093,ST006,EMP021,4,5,Debit Card,True
TXN000938,2024-03-22,18,CUST0132,PRD0068,ST009,EMP019,2,5,Cash,False
TXN000939,2023-09-24,10,CUST0087,PRD0093,ST006,EMP028,2,10,Cash,False
TXN000940,2024-06-16,13,CUST0349,PRD0055,ST006,EMP021,1,0,Digital Wallet,False
TXN000941,2024-12-06,19,CUST0121,PRD0089,ST005,EMP044,3,5,Debit Card,True
TXN000942,2023-01-16,17,CUST0406,PRD0082,ST010,EMP022,3,5,Cash,False
TXN000943,2024-07-08,21,CUST0271,PRD0054,ST003,EMP011,4,0,Cash,False
TXN000944,2024-07-18,10,CUST0119,PRD0017,ST009,EMP019,1,0,Debit Card,False
TXN000945,,13,CUST0439,PRD0081,ST008,EMP048,3,15,Credit Card,False
TXN000946,2023-02-26,18,CUST0087,PRD0031,ST008,EMP008,1,0,Cash,False
TXN000947,2023-08-04,20,CUST0054,PRD0027,ST001,EMP002,1,0,Cash,False
TXN000948,2024-09-18,18,CUST0352,PRD0043,ST002,EMP039,5,0,Cash,False
TXN000949,2023-08-13,15,CUST0381,PRD0023,ST004,EMP043,1,0,Digital Wallet,False
TXN000950,2023-08-23,12,CUST0414,PRD0040,ST006,EMP036,5,0,Digital Wallet,False
TXN000951,2023-05-03,16,CUST0021,PRD0080,ST002,EMP042,4,0,Digital Wallet,False
TXN000952,2024-02-09,18,CUST0256,PRD0073,ST009,EMP005,1,0,Credit Card,False
TXN000953,2023-12-10,21,CUST0261,PRD0039,ST004,EMP027,5,0,Debit Card,False
TXN000954,2023-02-06,14,CUST0467,PRD0053,ST002,EMP003,5,15,Debit Card,False
TXN000955,2024-03-29,18,CUST0074,PRD0070,ST001,EMP025,2,0,Credit Card,False
TXN000956,2024-10-18,11,CUST0398,PRD0021,ST003,EMP011,2,0,Debit Card,False
TXN000957,2024-10-27,14,CUST0492,PRD0035,ST006,EMP028,5,0,Debit Card,False
TXN000958,2024-07-13,10,CUST0059,PRD0046,ST001,EMP050,1,0,Credit Card,False
TXN000959,2024-06-13,14,CUST0178,PRD0034,ST010,EMP022,3,0,Cash,False
TXN000960,2023-06-14,12,CUST0247,PRD0019,ST004,EMP043,4,10,Credit Card,False
TXN000961,2024-04-12,15,CUST0330,PRD0095,ST006,EMP021,1,15,Credit Card,False
TXN000962,2023-03-17,20,CUST0435,PRD0070,ST007,EMP014,2,0,Credit Card,False
TXN000963,2024-06-26,13,CUST0145,PRD0037,ST007,EMP041,3,0,Cash,False
TXN000964,2024-02-23,15,CUST0129,PRD0077,ST003,EMP049,5,0,Credit Card,False
TXN000965,2024-01-08,11,CUST0259,PRD0048,ST010,EMP038,4,0,Debit Card,False
TXN000966,2023-08-07,17,CUST0394,PRD0083,ST006,EMP036,4,0,Cash,False
TXN000967,2024-08-21,10,CUST0208,PRD0092,ST004,EMP043,3,0,Cash,False
TXN000968,2024-12-04,14,CUST0096,PRD0017,ST006,EMP021,4,0,Cash,False
TXN000969,2024-08-26,18,CUST0368,PRD0016,ST006,EMP021,4,0,Cash,False
TXN000970,2024-01-19,15,CUST0311,PRD0044,ST001,EMP009,2,0,Debit Card,False
TXN000971,2024-02-02,12,CUST0423,PRD0062,ST006,EMP021,2,10,Credit Card,False
TXN000972,2023-01-13,15,CUST0106,PRD0036,ST009,EMP029,4,20,Debit Card,False
TXN000973,2023-10-30,20,CUST0217,PRD0041,ST005,EMP018,3,25,Debit Card,False
TXN000974,2024-11-30,18,CUST0251,PRD0026,ST008,EMP015,4,0,Cash,False
TXN000975,2023-12-16,15,CUST0497,PRD0072,ST010,EMP031,4,5,Cash,False
TXN000976,2024-09-10,13,CUST0429,PRD0089,ST010,EMP016,3,0,Debit Card,False
TXN000977,2023-09-24,8,CUST0148,PRD0041,ST009,EMP005,2,0,Credit Card,False
TXN000978,2024-04-07,14,CUST0037,PRD0031,ST005,EMP018,4,0,Cash,False
TXN000979,2024-04-03,10,CUST0498,PRD0032,ST007,EMP014,5,0,Cash,False
TXN000980,2023-11-25,12,CUST0243,PRD0038,ST010,EMP034,2,25,Cash,False
TXN000981,2023-04-29,8,CUST0056,PRD0069,ST008,EMP035,4,0,Digital Wallet,False
TXN000982,2023-01-10,11,CUST0478,PRD0045,ST006,EMP047,1,0,Debit Card,False
TXN000983,2023-04-27,13,CUST0336,PRD0032,ST009,EMP023,1,0,Debit Card,False
TXN000984,2024-05-12,18,CUST0319,PRD0062,ST008,EMP033,1,0,Cash,False
TXN000985,2023-08-16,15,CUST0286,PRD0073,ST005,EMP026,5,0,Cash,False
TXN000986,2023-01-17,10,CUST0473,PRD0084,ST003,EMP011,3,0,Digital Wallet,False
TXN000987,2024-06-02,11,CUST0407,PRD0038,ST010,EMP016,1,5,Digital Wallet,False
TXN000988,2024-08-10,9,CUST0190,PRD0086,ST009,EMP005,5,0,Cash,False
TXN000989,2023-11-19,20,CUST0439,PRD0037,ST009,EMP023,2,0,Credit Card,False
TXN000990,2024-06-29,13,CUST0232,PRD0006,ST010,EMP040,3,10,Digital Wallet,False
TXN000991,2024-11-26,18,CUST0350,PRD0080,ST007,EMP041,2,0,Debit Card,False
TXN000992,2024-02-03,13,CUST0195,PRD0047,ST002,EMP012,1,15,Digital Wallet,False
TXN000993,2023-01-09,16,CUST0046,PRD0013,ST008,EMP017,5,5,Cash,False
TXN000994,2023-05-15,8,CUST0047,PRD0064,ST007,EMP014,3,5,Cash,False
TXN000995,2023-08-28,17,CUST0089,PRD0013,ST008,EMP008,3,5,Digital Wallet,False
TXN000996,2023-04-11,15,CUST0230,PRD0020,ST004,EMP027,2,5,Credit Card,False
TXN000997,2024-11-22,19,CUST0087,PRD0078,ST002,EMP039,2,0,Debit Card,True
TXN000998,2023-09-30,11,CUST0131,PRD0018,ST001,EMP013,4,0,Credit Card,False
TXN000999,2024-05-10,19,CUST0223,PRD0044,ST002,EMP039,3,25,Credit Card,False
TXN001000,2023-03-18,18,CUST0182,PRD0016,ST001,EMP009,4,0,Credit Card,False
TXN001001,2023-01-22,17,CUST0445,PRD0027,ST006,EMP047,5,0,Debit Card,False
TXN001002,2023-05-26,13,CUST0297,PRD0010,ST001,EMP030,2,10,Debit Card,False
TXN001003,2024-10-18,15,CUST0436,PRD0100,ST001,EMP025,2,20,Digital Wallet,False
TXN001004,2023-08-23,20,CUST0336,PRD0034,ST003,EMP001,2,0,Credit Card,False
TXN001005,2024-12-07,10,CUST0189,PRD0052,ST006,EMP036,2,0,Cash,False
TXN001006,2023-12-28,9,CUST0004,PRD0050,ST003,EMP001,3,0,Credit Card,False
TXN001007,2024-08-07,18,CUST0284,PRD0023,ST007,EMP014,2,15,Digital Wallet,False
TXN001008,2024-09-11,18,CUST0259,PRD0011,ST009,EMP023,2,0,Debit Card,False
TXN001009,2023-02-15,12,CUST0108,PRD0057,ST007,EMP045,5,0,Cash,False
TXN001010,2023-08-20,19,CUST0209,PRD0061,ST009,EMP006,2,5,Cash,False
TXN001011,2024-06-18,15,CUST0343,PRD0049,ST002,EMP039,5,0,Debit Card,False
TXN001012,2023-02-16,18,CUST0496,PRD0014,ST002,EMP003,3,25,Digital Wallet,False
TXN001013,2023-07-22,13,CUST0323,PRD0032,ST010,EMP040,5,0,Digital Wallet,False
TXN001014,2024-11-27,18,CUST0114,PRD0006,ST002,EMP042,3,0,Cash,False
TXN001015,2023-01-14,14,CUST0243,PRD0079,ST002,EMP012,4,0,Credit Card,False
TXN001016,2023-03-21,16,CUST0288,PRD0052,ST002,EMP012,5,5,Digital Wallet,False
TXN001017,2023-03-25,19,CUST0103,PRD0079,ST005,EMP026,3,25,Debit Card,False
TXN001018,2023-10-13,18,CUST0332,PRD0096,ST002,EMP039,2,0,Cash,False
TXN001019,2024-01-17,16,CUST0409,PRD0030,ST010,EMP004,5,10,Digital Wallet,False
TXN001020,2023-10-10,21,CUST0330,PRD0055,ST003,EMP049,3,0,Credit Card,False
TXN001021,2023-04-03,9,CUST0192,PRD0045,ST002,EMP012,1,0,Digital Wallet,False
TXN001022,2023-11-09,10,CUST0321,PRD0029,ST008,EMP048,2,0,Digital Wallet,False
TXN001023,2024-01-12,10,CUST0307,PRD0068,ST008,EMP033,1,0,Digital Wallet,False
TXN001024,2023-01-25,11,CUST0016,PRD0032,ST009,EMP029,1,0,Credit Card,False
TXN001025,2024-01-08,18,CUST0266,PRD0090,ST003,EMP049,3,0,Debit Card,False
TXN001026,2024-06-26,15,CUST0340,PRD0071,ST007,EMP041,1,10,Credit Card,False
TXN001027,2023-12-05,8,CUST0032,PRD0100,ST006,EMP028,3,0,Debit Card,False
TXN001028,2023-11-17,14,CUST0429,PRD0012,ST006,EMP021,1,5,Debit Card,False
TXN001029,2023-08-06,21,CUST0269,PRD0025,ST009,EMP019,1,0,Debit Card,False
TXN001030,2024-12-01,15,CUST0430,PRD0066,ST002,EMP039,3,20,Digital Wallet,True
TXN001031,2023-12-04,21,CUST0253,PRD0030,ST001,EMP002,4,0,Digital Wallet,False
TXN001032,2024-08-13,21,CUST0087,PRD0021,ST007,EMP014,4,0,Cash,False
TXN001033,2024-03-04,21,CUST0203,PRD0077,ST009,EMP006,5,0,Digital Wallet,False
TXN001034,2023-04-19,11,CUST0293,PRD0076,ST009,EMP019,2,0,Debit Card,False
TXN001035,2024-07-18,8,CUST0371,PRD0040,ST004,EMP027,5,0,Digital Wallet,False
TXN001036,2024-12-07,14,CUST0182,PRD0010,ST009,EMP019,1,15,Credit Card,False
TXN001037,2024-10-08,10,CUST0267,PRD0069,ST002,EMP012,4,0,Digital Wallet,False
TXN001038,2023-09-25,14,CUST0108,PRD0015,ST007,EMP014,3,0,Digital Wallet,False
TXN001039,2024-08-02,9,CUST0463,PRD0004,ST005,EMP044,3,0,Cash,False
TXN001040,2024-02-08,18,CUST0217,PRD0065,ST005,EMP044,3,0,Debit Card,False
TXN001041,2024-01-17,17,CUST0244,PRD0028,ST007,EMP041,4,0,Credit Card,False
TXN001042,2023-11-08,8,CUST0027,PRD0095,ST009,EMP019,4,0,Cash,False
TXN001043,2023-09-13,9,CUST0160,PRD0025,ST003,EMP011,3,0,Digital Wallet,False
TXN001044,2023-08-11,13,CUST0498,PRD0043,ST006,EMP021,3,20,Credit Card,False
TXN001045,2024-01-14,8,CUST0180,PRD0055,ST009,EMP005,1,0,Digital Wallet,False
TXN001046,2023-09-19,8,CUST0474,PRD0082,ST001,EMP024,5,0,Credit Card,False
TXN001047,2024-07-18,12,CUST0346,PRD0001,ST009,EMP029,5,0,Debit Card,False
TXN001048,2024-12-24,14,CUST0413,PRD0039,ST006,EMP047,3,15,Debit Card,False
TXN001049,2023-12-29,16,CUST0087,PRD0089,ST001,EMP025,4,0,Cash,False
TXN001050,2024-09-21,9,CUST0019,PRD0056,ST002,EMP003,3,0,Credit Card,False
TXN001051,2024-09-20,10,CUST0496,PRD0085,ST002,EMP003,1,0,Debit Card,False
TXN001052,2024-09-15,21,CUST0131,PRD0002,ST001,EMP032,1,0,Credit Card,False
TXN001053,2023-11-17,17,CUST0052,PRD0011,ST009,EMP029,2,0,Debit Card,False
TXN001054,2023-06-22,17,CUST0058,PRD0002,ST003,EMP011,2,25,Digital Wallet,False
TXN001055,2024-06-21,17,CUST0335,PRD0028,ST005,EMP026,5,0,Cash,False
TXN001056,2023-04-06,8,CUST0197,PRD0090,ST007,EMP014,1,0,Debit Card,False
TXN001057,2023-10-12,13,CUST0241,PRD0058,ST010,EMP034,1,0,Cash,False
TXN001058,2024-11-19,15,CUST0270,PRD0097,ST002,EMP039,3,0,Credit Card,False
TXN001059,2023-11-02,21,CUST0329,PRD0080,ST010,EMP034,1,0,Credit Card,False
TXN001060,2024-12-31,10,CUST0410,PRD0076,ST008,EMP033,5,0,Digital Wallet,True
TXN001061,2024-06-24,18,CUST0420,PRD0004,ST002,EMP039,1,25,Cash,False
TXN001062,2024-05-03,19,CUST0044,PRD0038,ST010,EMP022,1,5,Digital Wallet,False
TXN001063,2024-01-21,19,CUST0150,PRD0075,ST007,EMP045,5,20,Credit Card,False
TXN001064,2024-11-19,13,CUST0451,PRD0014,ST003,EMP049,4,5,Digital Wallet,False
TXN001065,2023-09-02,11,CUST0262,PRD0041,ST002,EMP046,2,0,Debit Card,False
TXN001066,2023-03-24,14,CUST0080,PRD0030,ST005,EMP020,4,10,Digital Wallet,False
TXN001067,2023-04-19,11,CUST0350,PRD0028,ST001,EMP050,1,25,Debit Card,False
TXN001068,2024-07-11,14,CUST0365,PRD0038,ST010,EMP031,1,15,Cash,False
TXN001069,2023-09-12,14,CUST0149,PRD0026,ST009,EMP006,4,0,Debit Card,False
TXN001070,2023-03-01,14,CUST0269,PRD0027,ST005,EMP026,3,0,Credit Card,False
TXN001071,2024-12-16,20,CUST0226,PRD0006,ST005,EMP018,3,15,Cash,False
TXN001072,2023-12-16,18,CUST0477,PRD0098,ST002,EMP003,3,0,Credit Card,False
TXN001073,2023-08-01,17,CUST0105,PRD0057,ST003,EMP011,3,0,Digital Wallet,False
TXN001074,2024-01-05,19,CUST0438,PRD0003,ST010,EMP038,1,0,Debit Card,False
TXN001075,2023-01-27,15,CUST0108,PRD0074,ST005,EMP020,4,20,Debit Card,False
TXN001076,2024-01-03,9,CUST0059,PRD0095,ST009,EMP029,4,0,Credit Card,False
TXN001077,2023-11-30,9,CUST0463,PRD0050,ST009,EMP023,5,0,Debit Card,False
TXN001078,2023-09-26,8,CUST0119,PRD0003,ST004,EMP027,1,0,Debit Card,False
TXN001079,2024-08-15,14,CUST0490,PRD0019,ST002,EMP046,2,0,Cash,False
TXN001080,2023-02-28,19,CUST0245,PRD0009,ST008,EMP033,1,0,Digital Wallet,False
TXN001081,2023-09-22,15,CUST0304,PRD0089,ST003,EMP001,1,0,Cash,False
TXN001082,2024-09-07,16,CUST0450,PRD0008,ST002,EMP012,1,25,Debit Card,False
TXN001083,2023-03-09,12,CUST0210,PRD0041,ST005,EMP026,5,0,Debit Card,False
TXN001084,2024-01-12,13,CUST0280,PRD0017,ST009,EMP029,4,0,Digital Wallet,False
TXN001085,2023-09-30,8,CUST0097,PRD0049,ST002,EMP046,4,15,Debit Card,False
TXN001086,2024-07-05,11,CUST0309,PRD0079,ST007,EMP014,5,10,Debit Card,False
TXN001087,2024-11-15,21,CUST0133,PRD0018,ST002,EMP046,4,0,Credit Card,False
TXN001088,2023-12-31,17,CUST0415,PRD0043,ST006,EMP021,1,0,Credit Card,False
TXN001089,2024-12-08,21,CUST0271,PRD0041,ST004,EMP043,3,0,Digital Wallet,False
TXN001090,2023-03-02,8,CUST0391,PRD0035,ST008,EMP017,4,10,Cash,False
TXN001091,2023-06-11,20,CUST0152,PRD0098,ST003,EMP011,5,25,Cash,False
TXN001092,2023-01-08,18,CUST0314,PRD0067,ST006,EMP028,2,0,Digital Wallet,False
TXN001093,2024-03-27,18,CUST0134,PRD0014,ST003,EMP011,1,0,Cash,False
TXN001094,2024-10-01,13,CUST0263,PRD0017,ST006,EMP036,5,0,Credit Card,False
TXN001095,2024-01-16,14,CUST0018,PRD0070,ST004,EMP043,5,0,Debit Card,False
TXN001096,2023-09-05,10,CUST0325,PRD0005,ST003,EMP001,5,0,Credit Card,False
TXN001097,2024-06-30,15,CUST0397,PRD0029,ST001,EMP013,2,0,Cash,False
